6,0,2,403.35,60414
12,13,4,401.50,60414
18,10,3,399.74,60414
24,8,5,398.10,60414
30,6,3,396.25,60414
36,5,5,394.97,60414
42,4,4,393.40,60414
47,3,5,391.90,60414
53,5,4,390.40,60414
58,4,6,391.60,60414
63,3,7,429.23,60293
68,2,7,536.21,60165
74,8,8,591.07,59908
79,13,9,651.84,59909
84,10,7,724.32,59909
90,8,8,822.90,59397
95,9,6,884.57,59397
100,7,8,957.51,59397
105,6,6,1022.58,59397
110,5,7,1055.71,59397
116,4,6,1162.90,58373
122,3,7,1206.93,58373
128,2,8,1316.47,58373
133,4,9,1372.01,58373
139,12,7,1432.29,58373
145,13,7,1513.29,58373
151,10,6,1588.00,58373
156,8,7,1618.07,58373
161,7,6,1706.01,58373
166,5,7,1763.93,58373
172,4,6,1844.15,56325
177,5,7,1873.03,56325
182,4,5,1930.57,56325
187,3,6,2015.58,56325
192,3,7,2043.57,56325
197,2,6,2128.42,56325
203,10,7,2155.83,56325
208,14,5,2238.08,56325
213,13,6,2264.94,56325
218,11,5,2344.03,56325
223,9,7,2389.26,56325
229,7,5,2448.26,56325
235,5,6,2515.26,56325
241,4,7,2580.36,56329
247,3,7,2641.95,56329
253,4,8,2733.10,56329
259,4,8,2791.07,56329
265,6,6,2826.11,56329
270,14,6,2885.17,56329
275,11,5,2962.95,56329
281,9,6,2986.27,52233
286,8,5,3029.06,52233
291,6,5,3084.77,52233
296,7,4,3158.78,52233
301,6,5,3200.29,52233
307,5,4,3279.68,52233
312,4,7,3301.70,52233
317,3,6,3338.93,52233
322,2,9,3392.60,52233
327,2,7,3459.51,52233
333,11,8,3502.37,52233
338,14,7,3572.25,52233
343,11,7,3592.77,52233
348,9,6,3660.47,52233
354,7,7,3680.35,52233
360,6,6,3736.43,52233
366,4,7,3834.41,52233
372,6,5,3852.32,52233
378,4,7,3908.99,52233
383,4,6,3963.35,52233
389,3,6,4024.28,52233
395,5,5,4059.27,52233
400,13,5,4121.63,52233
405,11,4,4182.97,52233
410,9,5,4201.09,52233
415,10,4,4235.35,52233
420,8,4,4292.76,52233
426,6,3,4350.37,52233
431,5,6,4411.51,52233
436,17,5,4432.09,52233
441,14,4,4468.90,52233
446,11,4,4530.26,52233
452,9,3,4546.78,52233
457,7,4,4613.52,52233
463,20,3,4667.61,52233
469,16,3,4726.36,52233
475,13,4,4771.62,52233
481,10,3,4815.08,52233
486,8,6,4861.93,52233
492,6,5,4905.29,52233
498,5,7,4954.83,48137
504,6,5,4998.63,48137
509,5,6,5033.27,48137
514,4,5,5085.75,48137
519,3,5,5100.23,48137
524,6,4,5160.06,48137
530,14,3,5191.52,48137
535,11,4,5247.53,48137
540,9,3,5299.25,48137
545,7,4,5312.90,48137
550,8,3,5338.03,48137
556,7,5,5391.77,48137
561,5,4,5404.94,48137
566,4,6,5454.03,48137
571,3,5,5475.36,48137
576,3,5,5523.32,48137
582,2,4,5571.14,48137
588,2,5,5611.91,48137
593,15,4,5653.38,48137
599,12,4,5663.56,48137
605,10,3,5738.12,48137
611,8,4,5749.66,48137
616,6,3,5795.30,48137
621,5,6,5814.23,48137
626,4,5,5866.26,48137
631,3,8,5877.93,48137
637,5,6,5931.85,48137
642,4,6,5954.26,48137
647,3,5,6007.30,48137
652,6,5,6055.84,48137
657,14,4,6066.75,48137
663,14,5,6085.60,48137
668,12,4,6137.09,48137
673,9,3,6180.82,48137
678,7,4,6191.17,48137
684,6,3,6211.82,48137
689,5,6,6262.54,48137
694,6,5,6308.46,48137
699,5,7,6318.36,48137
704,4,6,6361.42,48137
710,3,6,6396.43,48137
716,2,5,6447.09,39945
722,11,5,6468.69,39945
727,14,4,6503.15,39945
732,11,5,6538.14,39945
737,9,4,6571.49,39945
742,7,4,6586.51,39945
748,6,3,6629.30,39945
753,5,4,6668.93,39945
758,6,5,6709.69,39945
763,5,6,6749.75,39945
768,4,7,6758.30,39945
774,3,7,6803.27,39945
779,2,6,6819.24,39945
784,5,7,6864.97,39945
789,6,5,6873.18,39945
795,5,6,6922.39,39945
800,4,5,6941.32,39945
805,3,4,6978.73,39945
811,2,5,7032.18,39945
817,2,6,7057.02,39945
822,4,7,7089.05,39945
827,3,5,7138.25,39945
833,2,8,7167.49,39945
838,2,6,7199.24,39945
844,1,6,7207.27,60418
850,4,5,7188.13,60418
855,11,5,7168.77,60418
861,9,6,7149.64,60418
867,7,5,7130.58,60418
873,5,5,7111.59,60418
879,4,4,7092.14,60418
885,3,5,7073.22,60418
891,5,6,7054.79,60418
897,4,6,7036.48,60418
903,3,5,7017.96,60418
908,2,5,6999.69,60418
914,5,4,6983.08,60418
919,6,5,6966.90,60418
924,5,4,6950.77,60418
929,4,5,6934.80,60418
935,3,4,6917.05,60418
941,2,5,6899.28,60418
947,2,6,6881.57,60418
953,1,6,6864.06,60418
959,3,7,6845.81,60418
965,2,7,6827.94,60418
971,2,5,6810.71,60418
977,1,6,6793.53,60418
983,10,7,6776.28,60418
988,10,5,6758.92,60418
994,8,6,6742.06,60418
1000,7,5,6725.11,60418
1006,5,5,6708.16,60418
1011,4,6,6692.97,60418
1017,3,7,6678.12,60418
1022,3,6,6663.30,60418
1027,2,8,6648.54,60418
1032,3,7,6633.88,60418
1038,3,7,6619.28,60418
1043,5,5,6602.86,60418
1050,4,6,6586.25,60418
1056,3,5,6569.69,60418
1062,2,5,6552.83,60418
1068,4,4,6536.55,60418
1074,3,5,6520.54,60418
1079,2,6,6504.71,60418
1085,2,7,6489.21,60418
1091,1,7,6473.42,60418
1097,1,8,6457.83,60418
1103,1,6,6442.44,60418
1109,4,7,6426.94,60418
1114,11,6,6413.00,60418
1119,9,7,6399.34,60418
1124,7,5,6385.70,60418
1130,6,7,6372.25,60418
1135,5,5,6358.83,60418
1140,4,6,6345.47,60418
1145,3,7,6332.18,60418
1150,2,7,6318.94,60418
1156,4,6,6305.81,60418
1162,3,8,6291.03,60418
1167,2,6,6276.40,60418
1173,5,6,6261.81,60418
1179,4,4,6247.11,60418
1185,3,5,6232.56,60418
1191,4,3,6217.50,60418
1197,3,4,6202.35,60418
1204,2,4,6187.32,60418
1209,2,3,6172.88,60418
1215,1,7,6158.92,60418
1221,1,5,6144.77,60418
1226,1,8,6131.97,60418
1232,2,6,6119.52,60418
1237,5,7,6107.10,60418
1242,11,6,6094.70,60418
1247,8,6,6082.33,60418
1253,7,5,6070.04,60418
1258,6,4,6057.81,60418
1264,4,5,6044.27,60418
1270,3,6,6030.55,60418
1276,5,4,6016.90,60418
1281,4,8,6003.51,60418
1287,3,6,5990.12,60418
1293,2,9,5976.51,60418
1299,5,7,5962.58,60418
1305,4,8,5948.98,60418
1311,3,6,5936.05,60418
1317,2,7,5923.09,60418
1323,4,5,5909.99,60418
1328,3,6,5898.29,60418
1333,15,5,5886.75,60418
1339,14,6,5875.23,60418
1344,11,5,5863.76,60418
1349,9,8,5852.41,60418
1354,7,6,5841.10,60418
1359,6,8,5829.78,60418
1365,10,6,5818.52,60418
1371,11,6,5806.02,60418
1376,12,5,5793.61,60418
1382,9,5,5781.01,60418
1388,7,4,5768.79,60418
1394,6,4,5756.29,60418
1400,4,3,5743.25,60418
1406,3,3,5730.32,60418
1412,4,2,5717.93,60418
1418,3,4,5705.69,60418
1424,3,4,5693.71,60418
1430,5,4,5681.22,60418
1436,4,4,5669.27,60418
1442,3,3,5657.44,60418
1447,2,4,5646.66,60418
1452,4,3,5636.08,60418
1457,3,4,5625.55,60418
1463,3,3,5615.05,60418
1468,2,2,5604.59,60418
1473,2,5,5594.16,60418
1479,1,4,5582.77,60418
1485,1,6,5571.34,60418
1491,1,6,5559.83,60418
1496,3,4,5548.42,60418
1502,2,5,5536.96,60418
1508,1,4,5525.44,60418
1514,1,4,5513.82,60417
1520,1,3,5502.20,60417
1526,0,3,5490.28,60413
